name,album,album_base,release_date,release_year,era,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_min,is_taylor_version,is_live,mood_tags,cluster,cluster_name
I Almost Do (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),7,0.0167,0.511,0.559,0.0,0.113,-6.587,0.0264,145.88,0.248,64,4.076433333333333,True,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),8,0.0317,0.567,0.686,1.86e-06,0.0732,-6.139,0.175,172.014,0.716,76,3.2191,True,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Stay Stay Stay (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),9,0.0848,0.693,0.681,0.0,0.0768,-7.039,0.025,100.02,0.663,64,3.4297666666666666,True,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),10,0.0399,0.502,0.534,0.0,0.0977,-5.954,0.0278,94.05,0.155,67,4.984666666666667,True,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Holy Ground (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),11,0.0288,0.622,0.809,0.00218,0.109,-5.623,0.0638,156.894,0.511,64,3.3826666666666667,True,False,"electronic/produced, high-energy, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),12,0.622,0.601,0.406,9.19e-05,0.133,-11.827,0.0275,130.059,0.232,65,4.746216666666666,True,False,"acoustic, melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
The Lucky One (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),13,0.066,0.686,0.571,0.0,0.0608,-7.138,0.05,117.889,0.538,63,4.007766666666667,True,False,"electronic/produced, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),14,0.271,0.498,0.61,0.0,0.223,-5.098,0.0363,79.918,0.474,70,4.090433333333333,True,False,slow-tempo,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Starlight (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),15,0.00324,0.628,0.685,0.0,0.18,-5.864,0.0358,126.014,0.605,63,3.67355,True,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Begin Again (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),16,0.075,0.519,0.527,0.0,0.132,-7.673,0.0274,78.915,0.267,66,3.9811,True,False,"electronic/produced, melancholic, slow-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
The Moment I Knew (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),17,0.0494,0.636,0.402,0.0,0.107,-7.855,0.031,125.952,0.208,63,4.754666666666667,True,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Come Back...Be Here (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),18,0.0158,0.46,0.632,0.0,0.0822,-6.031,0.0302,79.846,0.399,66,3.7222166666666667,True,False,"electronic/produced, slow-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Girl At Home (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),19,0.00955,0.691,0.736,1.88e-05,0.101,-6.974,0.0326,125.089,0.612,61,3.675333333333333,True,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),20,0.663,0.445,0.131,1.57e-06,0.108,-13.778,0.0564,208.918,0.101,61,5.360666666666667,True,False,"acoustic, low-energy, melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
Ronan (Taylor's Version),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),21,0.661,0.623,0.279,0.0,0.193,-10.802,0.031,116.04,0.38,58,4.404216666666667,True,False,"acoustic, low-energy",1.0,Cluster 1: 原声 · 忧郁
Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),22,0.214,0.473,0.579,0.0,0.0877,-5.824,0.0384,73.942,0.255,67,4.950216666666667,True,False,"melancholic, slow-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),23,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,0.446,70,4.313533333333333,True,False,"acoustic, low-energy",1.0,Cluster 1: 原声 · 忧郁
Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),24,0.0538,0.584,0.743,2.83e-06,0.121,-7.075,0.0931,167.844,0.746,67,3.7373333333333334,True,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),25,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,0.494,70,3.766,True,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),26,0.167,0.391,0.715,0.0,0.183,-4.516,0.0495,149.654,0.473,70,4.751766666666667,True,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),27,0.256,0.611,0.552,0.0,0.134,-5.828,0.031,116.012,0.41,63,4.392216666666667,True,False,balanced,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),28,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,0.443,64,4.0037666666666665,True,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),29,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,0.581,69,3.338,True,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Red TV,2021-11-12,2021,Pop Rock (2022-),30,0.274,0.631,0.518,0.0,0.088,-8.771,0.0303,93.023,0.205,80,10.2171,True,False,melancholic,1.0,Cluster 1: 原声 · 忧郁
Fearless (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),1,0.0122,0.569,0.741,0.0,0.333,-4.963,0.0282,100.118,0.43,78,4.026516666666667,True,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Fifteen (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),2,0.116,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,0.289,66,4.906983333333334,True,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Love Story (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),3,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.031,119.054,0.415,78,3.9294333333333333,True,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),4,0.106,0.788,0.571,0.0,0.0934,-6.135,0.0296,115.99,0.797,65,4.237566666666667,True,False,"electronic/produced, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
White Horse (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),5,0.369,0.423,0.517,0.0,0.177,-7.377,0.0486,185.262,0.366,67,3.9085833333333335,True,False,fast-tempo,0.0,Cluster 0: 电子 · 高能量 · 忧郁
You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),6,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,0.474,81,3.8520666666666665,True,False,"electronic/produced, high-energy, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),7,0.156,0.506,0.626,0.0,0.228,-6.066,0.0287,148.035,0.321,63,4.389616666666667,True,False,"electronic/produced, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),8,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,100.023,0.541,62,3.3429166666666665,True,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),9,0.0538,0.506,0.444,0.0,0.123,-4.99,0.0285,133.873,0.241,64,4.364033333333333,True,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),10,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,0.472,76,4.052266666666666,True,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Forever & Always (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),11,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,0.673,67,3.7554666666666665,True,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
The Best Day (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),12,0.488,0.642,0.576,0.0,0.159,-8.524,0.0282,125.0,0.469,61,4.088166666666667,True,False,balanced,1.0,Cluster 1: 原声 · 忧郁
Change (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),13,0.000191,0.499,0.815,0.0,0.181,-4.063,0.0341,95.999,0.344,60,4.655983333333333,True,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),14,0.0474,0.572,0.69,0.0,0.0897,-6.201,0.0358,160.111,0.624,62,3.9596666666666667,True,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Untouchable (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),15,0.0181,0.393,0.531,0.0,0.169,-6.112,0.0329,200.391,0.224,63,5.201783333333333,True,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),16,0.819,0.546,0.273,0.0,0.137,-9.208,0.0308,118.753,0.271,61,4.463883333333333,True,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),17,0.0406,0.476,0.564,0.0,0.102,-5.677,0.0269,143.929,0.167,59,3.955633333333333,True,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Superstar (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),18,0.157,0.454,0.555,0.0,0.343,-6.69,0.0283,171.862,0.171,59,4.39775,True,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),19,0.0279,0.432,0.873,0.0,0.167,-4.367,0.0577,163.936,0.629,64,3.97405,True,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),20,0.0135,0.482,0.779,0.0,0.296,-5.025,0.0409,158.162,0.328,62,4.030366666666667,True,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),21,0.816,0.599,0.494,0.0,0.101,-7.61,0.0372,142.893,0.44,59,3.68065,True,False,"acoustic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),22,0.162,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,0.714,70,4.626516666666666,True,False,"electronic/produced, high-energy, danceable, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),23,0.849,0.609,0.373,0.0,0.0779,-8.819,0.0263,106.007,0.13,62,4.0706,True,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),24,0.225,0.588,0.608,0.0,0.092,-7.062,0.0365,90.201,0.508,64,3.15825,True,False,balanced,4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),25,0.514,0.563,0.473,1.2e-05,0.109,-11.548,0.0503,101.934,0.405,63,3.4768,True,False,balanced,1.0,Cluster 1: 原声 · 忧郁
Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Fearless TV,2021-04-09,2021,Pop Rock (2022-),26,0.334,0.624,0.624,0.0,0.0995,-7.86,0.0539,80.132,0.527,61,4.03595,True,False,slow-tempo,4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
willow,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),1,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,66,3.5784333333333334,False,False,"acoustic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
champagne problems,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),2,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,67,4.066666666666666,False,False,"acoustic, low-energy, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
gold rush,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),3,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,64,3.0886666666666667,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
‘tis the damn season,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),4,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,64,3.8306666666666667,False,False,"acoustic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
tolerate it,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),5,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,66,4.0906666666666665,False,False,"acoustic, low-energy, melancholic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
"no body, no crime (feat. HAIM)",evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),6,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,64,3.5937666666666668,False,False,slow-tempo,4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
happiness,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),7,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,62,5.252433333333333,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
dorothea,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),8,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,61,3.764666666666667,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
coney island (feat. The National),evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),9,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,63,4.588666666666667,False,False,"acoustic, melancholic",1.0,Cluster 1: 原声 · 忧郁
ivy,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),10,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,63,4.3406666666666665,False,False,"acoustic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
cowboy like me,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),11,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,63,4.584,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
long story short,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),12,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,62,3.5986666666666665,False,False,"acoustic, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
marjorie,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),13,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,63,4.296216666666667,False,False,"acoustic, melancholic",1.0,Cluster 1: 原声 · 忧郁
closure,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),14,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,60,3.010883333333333,False,False,"acoustic, high-energy, danceable, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
evermore (feat. Bon Iver),evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),15,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,64,5.068433333333333,False,False,"acoustic, low-energy",1.0,Cluster 1: 原声 · 忧郁
right where you left me - bonus track,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),16,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,74,4.0837666666666665,False,False,"acoustic, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
it’s time to go - bonus track,evermore (deluxe version),evermore,2021-01-07,2021,Pop Rock (2022-),17,0.801,0.592,0.41,1.39e-05,0.09,-12.426,0.0397,151.923,0.416,66,4.244,False,False,"acoustic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
willow,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),1,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,77,3.5784333333333334,False,False,"acoustic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
champagne problems,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),2,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,77,4.066666666666666,False,False,"acoustic, low-energy, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
gold rush,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),3,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,67,3.0886666666666667,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
‘tis the damn season,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),4,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,65,3.8306666666666667,False,False,"acoustic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
tolerate it,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),5,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,72,4.0906666666666665,False,False,"acoustic, low-energy, melancholic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
"no body, no crime (feat. HAIM)",evermore,evermore,2020-12-11,2020,Indie/Folk (2020),6,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,66,3.5937666666666668,False,False,slow-tempo,4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
happiness,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),7,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,64,5.252433333333333,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
dorothea,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),8,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,62,3.764666666666667,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
coney island (feat. The National),evermore,evermore,2020-12-11,2020,Indie/Folk (2020),9,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,61,4.588666666666667,False,False,"acoustic, melancholic",1.0,Cluster 1: 原声 · 忧郁
ivy,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),10,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,66,4.3406666666666665,False,False,"acoustic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
cowboy like me,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),11,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,65,4.584,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
long story short,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),12,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,62,3.5986666666666665,False,False,"acoustic, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
marjorie,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),13,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,70,4.296216666666667,False,False,"acoustic, melancholic",1.0,Cluster 1: 原声 · 忧郁
closure,evermore,evermore,2020-12-11,2020,Indie/Folk (2020),14,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,59,3.010883333333333,False,False,"acoustic, high-energy, danceable, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
evermore (feat. Bon Iver),evermore,evermore,2020-12-11,2020,Indie/Folk (2020),15,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,63,5.068433333333333,False,False,"acoustic, low-energy",1.0,Cluster 1: 原声 · 忧郁
the 1,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),1,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,48,3.504,False,True,"acoustic, low-energy, danceable, melancholic, fast-tempo",,not clustered / live track
cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),2,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,49,3.9926666666666666,False,True,fast-tempo,,not clustered / live track
the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),3,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,47,3.85,False,True,"high-energy, danceable, bright, fast-tempo",,not clustered / live track
exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),4,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,48,4.760666666666666,False,True,"acoustic, low-energy, melancholic, slow-tempo",,not clustered / live track
my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),5,0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,48,4.264883333333334,False,True,"acoustic, low-energy, melancholic",,not clustered / live track
mirrorball,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),6,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,46,3.4828833333333336,False,True,acoustic,,not clustered / live track
seven,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),7,0.888,0.602,0.494,2.59e-05,0.0902,-10.813,0.0277,94.955,0.374,45,3.4817666666666667,False,True,acoustic,,not clustered / live track
august,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),8,0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,48,4.365333333333333,False,True,"acoustic, slow-tempo",,not clustered / live track
this is me trying,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),9,0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,47,3.2517666666666667,False,True,fast-tempo,,not clustered / live track
illicit affairs,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),10,0.862,0.529,0.304,0.0,0.108,-10.567,0.0356,119.58,0.44,46,3.18155,False,True,"acoustic, low-energy",,not clustered / live track
invisible string,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),11,0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,46,4.214666666666667,False,True,"acoustic, danceable, slow-tempo",,not clustered / live track
