name,album,album_base,release_date,release_year,era,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_min,is_taylor_version,is_live,mood_tags,cluster,cluster_name
The Last Time,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),10,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,38,4.97155,False,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Holy Ground,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),11,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,37,3.3642166666666666,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Sad Beautiful Tragic,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),12,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,35,4.728,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
The Lucky One,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),13,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,36,4.0022166666666665,False,False,"electronic/produced, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Everything Has Changed,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),14,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,50,4.06555,False,False,slow-tempo,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Starlight,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),15,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,37,3.6304333333333334,False,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Begin Again,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),16,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,0.323,56,3.9602166666666667,False,False,slow-tempo,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Sparks Fly - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),1,0.00917,0.455,0.783,0.0,0.918,-5.184,0.0393,114.981,0.298,42,5.613766666666667,False,True,"electronic/produced, high-energy, melancholic",,not clustered / live track
Mine - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),2,0.00233,0.496,0.852,0.0,0.554,-4.775,0.0373,120.969,0.442,40,4.321316666666666,False,True,"electronic/produced, high-energy",,not clustered / live track
The Story Of Us - Live,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),3,0.00048,0.419,0.908,0.0,0.815,-5.156,0.0651,139.813,0.472,40,4.842,False,True,"electronic/produced, high-energy, fast-tempo",,not clustered / live track
Mean - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),4,0.154,0.429,0.915,0.0,0.693,-4.373,0.069,163.752,0.432,40,4.106216666666667,False,True,"electronic/produced, high-energy, fast-tempo",,not clustered / live track
Ours - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),5,0.715,0.421,0.355,0.0,0.867,-10.21,0.0298,77.769,0.267,39,4.09955,False,True,"acoustic, low-energy, melancholic, slow-tempo",,not clustered / live track
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),6,0.155,0.374,0.516,0.0,0.795,-8.745,0.0294,142.057,0.171,47,6.0471,False,True,"electronic/produced, melancholic, fast-tempo",,not clustered / live track
Better Than Revenge - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),7,0.00306,0.445,0.887,2.67e-05,0.931,-5.629,0.0768,145.954,0.386,41,5.742883333333333,False,True,"electronic/produced, high-energy, fast-tempo",,not clustered / live track
Speak Now - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),8,0.0636,0.615,0.694,1.28e-06,0.83,-5.251,0.0318,118.876,0.373,40,4.135766666666667,False,True,"electronic/produced, high-energy",,not clustered / live track
Last Kiss - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),9,0.205,0.427,0.395,8.73e-06,0.701,-12.551,0.0291,79.517,0.188,40,6.1511,False,True,"low-energy, melancholic, slow-tempo",,not clustered / live track
Drops Of Jupiter - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),10,0.806,0.374,0.504,0.0,0.76,-8.407,0.0392,109.025,0.27,46,5.252883333333333,False,True,"acoustic, melancholic",,not clustered / live track
Bette Davis Eyes - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),11,0.713,0.327,0.488,0.0,0.837,-9.287,0.0322,104.46,0.363,42,3.152433333333333,False,True,acoustic,,not clustered / live track
I Want You Back - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),12,0.794,0.536,0.512,0.000122,0.497,-6.794,0.0341,97.397,0.249,40,1.38755,False,True,"acoustic, melancholic",,not clustered / live track
Dear John - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),13,0.0157,0.521,0.386,0.0,0.884,-8.784,0.0301,119.518,0.138,40,6.744666666666666,False,True,"electronic/produced, low-energy, melancholic",,not clustered / live track
Enchanted - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),14,0.0747,0.34,0.663,2.34e-06,0.563,-5.597,0.0331,163.678,0.214,42,6.486883333333333,False,True,"electronic/produced, high-energy, melancholic, fast-tempo",,not clustered / live track
Haunted - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),15,0.0245,0.338,0.818,0.0,0.889,-7.495,0.0496,162.157,0.177,41,4.873766666666667,False,True,"electronic/produced, high-energy, melancholic, fast-tempo",,not clustered / live track
Long Live - Live/2011,Speak Now World Tour Live,Speak Now (live),2010-10-25,2010,Country-Pop (2010-2012),16,0.0053,0.544,0.728,0.0,0.865,-5.838,0.0282,101.939,0.204,41,6.2744333333333335,False,True,"electronic/produced, high-energy, melancholic",,not clustered / live track
Mine - POP Mix,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),1,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,0.0308,121.05,0.692,42,3.842433333333333,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Sparks Fly,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),2,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,53,4.3491,False,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Back To December,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),3,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,62,4.884,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Speak Now,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),4,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,50,4.012883333333333,False,False,"electronic/produced, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Dear John,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),5,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,46,6.732216666666667,False,False,melancholic,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Mean,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),6,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,51,3.9624333333333333,False,False,"high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
The Story Of Us,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),7,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,48,4.428,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Never Grow Up,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),8,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,0.547,48,4.841333333333333,False,False,"acoustic, low-energy, danceable",1.0,Cluster 1: 原声 · 忧郁
Enchanted,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),9,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,71,5.87,False,False,"electronic/produced, melancholic, slow-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Better Than Revenge,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),10,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,54,3.61955,False,False,"electronic/produced, high-energy, bright, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Innocent,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),11,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,38,5.037766666666666,False,False,"melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Haunted,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),12,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,47,4.034883333333333,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Last Kiss,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),13,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,49,6.1191,False,False,"acoustic, low-energy, melancholic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
Long Live,Speak Now,Speak Now,2010-10-25,2010,Country-Pop (2010-2012),14,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,51,5.299333333333333,False,False,"electronic/produced, high-energy, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Mine - POP Mix,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),1,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,0.0308,121.05,0.692,42,3.842433333333333,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Sparks Fly,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),2,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,52,4.3491,False,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Back To December,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),3,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,63,4.884,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Speak Now,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),4,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,51,4.012883333333333,False,False,"electronic/produced, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Dear John,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),5,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,46,6.73145,False,False,melancholic,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Mean,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),6,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,55,3.9624333333333333,False,False,"high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
The Story Of Us,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),7,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,40,4.427266666666666,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Never Grow Up,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),8,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,0.547,44,4.841333333333333,False,False,"acoustic, low-energy, danceable",1.0,Cluster 1: 原声 · 忧郁
Enchanted,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),9,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,71,5.87,False,False,"electronic/produced, melancholic, slow-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Better Than Revenge,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),10,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,54,3.61955,False,False,"electronic/produced, high-energy, bright, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Innocent,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),11,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,40,5.037766666666666,False,False,"melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Haunted,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),12,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,48,4.034883333333333,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Last Kiss,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),13,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,46,6.1191,False,False,"acoustic, low-energy, melancholic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
Long Live,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),14,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,46,5.299333333333333,False,False,"electronic/produced, high-energy, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Ours,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),15,0.505,0.61,0.556,0.0,0.0851,-7.369,0.0285,159.838,0.192,46,3.96955,False,False,"melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
If This Was A Movie,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),16,0.154,0.515,0.724,4.05e-06,0.269,-3.498,0.0267,147.788,0.257,45,3.9091,False,False,"electronic/produced, high-energy, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Superman,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),17,0.0187,0.582,0.817,1.94e-06,0.101,-3.718,0.0337,131.983,0.547,39,4.604433333333334,False,False,"electronic/produced, high-energy, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Back To December - Acoustic,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),18,0.731,0.541,0.451,0.0,0.197,-6.522,0.027,141.713,0.333,49,4.87555,False,False,"acoustic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
Haunted - Acoustic Version,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),19,0.841,0.574,0.462,0.0,0.28,-5.124,0.0252,80.858,0.314,44,3.6271,False,False,"acoustic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
Mine,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),20,0.00327,0.621,0.78,4.55e-06,0.184,-2.934,0.0297,121.038,0.672,57,3.846216666666667,False,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Back To December,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),21,0.113,0.525,0.676,0.0,0.294,-4.684,0.0294,141.95,0.281,34,4.884,False,False,"electronic/produced, high-energy, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
The Story Of Us,Speak Now (Deluxe Package),Speak Now,2010-01-01,2010,Country-Pop (2010-2012),22,0.00487,0.546,0.809,0.000372,0.0437,-3.621,0.041,139.91,0.649,52,4.441333333333334,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Jump Then Fall,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),1,0.111,0.618,0.687,0.0,0.0693,-5.737,0.0271,79.991,0.82,41,3.9511,False,False,"electronic/produced, high-energy, bright, slow-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Untouchable,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),2,0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,0.288,43,5.184,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Forever & Always - Piano Version,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),3,0.852,0.592,0.16,0.0,0.116,-10.785,0.0347,118.929,0.294,41,4.458433333333334,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
Come In With The Rain,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),4,0.0961,0.527,0.461,2.47e-06,0.24,-6.172,0.0256,143.94,0.23,39,3.9682166666666667,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
SuperStar,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),5,0.367,0.61,0.531,0.0,0.351,-6.123,0.0239,85.979,0.228,38,4.35755,False,False,"melancholic, slow-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
The Other Side Of The Door,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),6,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,0.469,39,3.96,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Fearless,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),7,0.0364,0.598,0.714,1.04e-06,0.31,-4.397,0.0273,99.979,0.467,50,4.033333333333333,False,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Fifteen,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),8,0.0728,0.559,0.636,0.0,0.144,-4.4,0.0263,95.485,0.214,40,4.905766666666667,False,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Love Story,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),9,0.157,0.618,0.736,0.0,0.073,-3.937,0.0308,118.982,0.307,56,3.921333333333333,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Hey Stephen,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),10,0.168,0.843,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,0.825,43,4.238666666666667,False,False,"electronic/produced, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
White Horse,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),11,0.302,0.585,0.346,0.0,0.102,-8.014,0.0256,92.564,0.195,42,3.9073333333333333,False,False,"low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
You Belong With Me,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),12,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,0.445,57,3.8524333333333334,False,False,"electronic/produced, high-energy, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Breathe,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),13,0.373,0.498,0.486,0.0,0.113,-7.384,0.0273,147.952,0.17,38,4.399766666666666,False,False,"melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
Tell Me Why,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),14,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,0.513,40,3.3426666666666667,False,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
You're Not Sorry,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),15,0.13,0.459,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,0.281,42,4.363333333333333,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
The Way I Loved You,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),16,0.0322,0.436,0.712,0.0,0.111,-3.689,0.0329,160.886,0.379,48,4.070666666666667,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Forever & Always,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),17,0.0907,0.605,0.829,0.0,0.106,-4.993,0.0549,128.012,0.514,43,3.75555,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
The Best Day,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),18,0.611,0.664,0.447,1e-06,0.139,-8.535,0.0292,126.079,0.364,40,4.0891,False,False,"acoustic, danceable",1.0,Cluster 1: 原声 · 忧郁
Change,Fearless (Platinum Edition),Fearless,2008-11-11,2008,Country (2006-2008),19,0.00471,0.548,0.756,0.0,0.117,-4.175,0.036,96.038,0.224,40,4.684216666666667,False,False,"electronic/produced, high-energy, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Fearless,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),1,0.0449,0.593,0.705,0.0,0.309,-4.43,0.0269,100.11,0.472,36,4.03955,False,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Fifteen,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),2,0.072,0.555,0.648,0.0,0.143,-4.419,0.027,95.431,0.207,32,4.9051,False,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Love Story,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),3,0.0186,0.62,0.639,0.00011,0.206,-5.398,0.0285,119.055,0.34,46,3.8988833333333335,False,False,electronic/produced,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Hey Stephen,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),4,0.174,0.843,0.543,3.87e-06,0.0968,-7.364,0.0317,116.0,0.826,30,4.244666666666666,False,False,"electronic/produced, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
White Horse,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),5,0.298,0.587,0.342,0.0,0.106,-8.034,0.0257,92.71,0.212,33,3.8926666666666665,False,False,"low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
You Belong With Me,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),6,0.151,0.688,0.775,1.98e-05,0.104,-4.436,0.0381,129.969,0.469,45,3.8417666666666666,False,False,"electronic/produced, high-energy, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Breathe,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),7,0.389,0.488,0.472,0.0,0.125,-7.39,0.0275,147.926,0.163,31,4.395333333333333,False,False,"melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
Tell Me Why,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),8,0.0611,0.606,0.848,1.99e-06,0.374,-3.058,0.0374,99.999,0.476,27,3.336883333333333,False,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
You're Not Sorry,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),9,0.145,0.471,0.458,2.39e-06,0.108,-4.137,0.027,133.96,0.309,28,4.363333333333333,False,False,"electronic/produced, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
The Way I Loved You,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),10,0.0315,0.434,0.723,0.0,0.125,-3.748,0.0335,160.872,0.412,31,4.0771,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Forever & Always,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),11,0.0788,0.604,0.816,0.0,0.164,-5.002,0.0537,128.0,0.55,28,3.75,False,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
The Best Day,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),12,0.648,0.671,0.44,3.04e-06,0.141,-8.561,0.0287,126.059,0.368,26,4.087766666666667,False,False,"acoustic, danceable",1.0,Cluster 1: 原声 · 忧郁
Change,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),13,0.00465,0.545,0.747,0.0,0.115,-4.231,0.037,96.017,0.214,25,4.642433333333333,False,False,"electronic/produced, high-energy, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Our Song - International Mix,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),14,0.00739,0.516,0.696,1.11e-06,0.354,-4.833,0.0301,177.936,0.664,31,3.3322166666666666,False,False,"electronic/produced, high-energy, bright, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Teardrops On My Guitar - International Mix,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),15,0.0178,0.514,0.557,0.00755,0.114,-6.307,0.0264,99.974,0.152,34,3.227333333333333,False,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Should've Said No - International Mix,Fearless (International Version),Fearless,2008-11-11,2008,Country (2006-2008),16,0.00505,0.398,0.761,0.000437,0.234,-4.382,0.0377,168.092,0.454,29,4.0971,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift (live),2008-06-28,2008,Country (2006-2008),1,0.659,0.741,0.444,0.0,0.131,-7.031,0.0311,119.006,0.512,35,3.6838,False,True,"acoustic, danceable",,not clustered / live track
Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift (live),2008-06-28,2008,Country (2006-2008),2,0.814,0.623,0.266,0.0,0.145,-5.894,0.026,96.601,0.467,35,3.304116666666667,False,True,"acoustic, low-energy",,not clustered / live track
Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift (live),2008-06-28,2008,Country (2006-2008),3,0.596,0.627,0.704,0.0,0.0598,-3.739,0.0269,98.958,0.457,38,2.9386,False,True,"acoustic, high-energy",,not clustered / live track
